code,display
T30.1,"Burn of first degree, body region unspecified"
T30.2,"Burn of second degree, body region unspecified"
T30.3,"Burn of third degree, body region unspecified"
T30.4,"Corrosion of unspecified body region, unspecified degree"
T30.5,"Corrosion of first degree, body region unspecified"
T30.6,"Corrosion of second degree, body region unspecified"
T30.7,"Corrosion of third degree, body region unspecified"
T31,Burns classified according to extent of body surface involved
T31.0,Burns involving less than 10% of body surface
T31.1,Burns involving 10-19% of body surface
T31.2,Burns involving 20-29% of body surface
T31.3,Burns involving 30-39% of body surface
T31.4,Burns involving 40-49% of body surface
T31.5,Burns involving 50-59% of body surface
T31.6,Burns involving 60-69% of body surface
T31.7,Burns involving 70-79% of body surface
T31.8,Burns involving 80-89% of body surface
T31.9,Burns involving 90% or more of body surface
T32,Corrosions classified according to extent of body surface involved
T32.0,Corrosions involving less than 10% of body surface
T32.1,Corrosions involving 10-19% of body surface
T32.2,Corrosions involving 20-29% of body surface
T32.3,Corrosions involving 30-39% of body surface
T32.4,Corrosions involving 40-49% of body surface
T32.5,Corrosions involving 50-59% of body surface
T32.6,Corrosions involving 60-69% of body surface
T32.7,Corrosions involving 70-79% of body surface
T32.8,Corrosions involving 80-89% of body surface
T32.9,Corrosions involving 90% or more of body surface
T33,Superficial frostbite
T33.0,Superficial frostbite of head
T33.1,Superficial frostbite of neck
T33.2,Superficial frostbite of thorax
T33.3,"Superficial frostbite of abdominal wall,  lower back and pelvis"
T33.4,Superficial frostbite of arm
T33.5,Superficial frostbite of wrist and hand
T33.6,Superficial frostbite of hip and thigh
T33.7,Superficial frostbite of knee and lower leg
T33.8,Superficial frostbite of ankle and foot
T33.9,Superficial frostbite of other and unspecified sites
T34,Frostbite with tissue necrosis
T34.0,Frostbite with tissue necrosis of head
T34.1,Frostbite with tissue necrosis of neck
T34.2,Frostbite with tissue necrosis of thorax
T34.3,"Frostbite with tissue necrosis abdominal wall, lower back and pelvis"
T34.4,Frostbite with tissue necrosis of arm
T34.5,Frostbite with tissue necrosis of wrist and hand
T34.6,Frostbite with tissue necrosis of hip and thigh
T34.7,Frostbite with tissue necrosis of knee and lower leg
T34.8,Frostbite with tissue necrosis of ankle and foot
T34.9,Frostbite with tissue necrosis of other and unspec sites
T35,Frostbite involving multiple body regions and unspecified frostbite
T35.0,Superficial frostbite involving multiple body regions
T35.1,Frostbite with tissue necrosis involving multiple body regions
T35.2,Unspecified frostbite of head and neck
T35.3,"Unspecified frostbite thorax, abdomen, lowerr back and pelvis"
T35.4,Unspecified frostbite of upper limb
T35.5,Unspecified frostbite of lower limb
T35.6,Unspecified frostbite involving multiple body regions
T35.7,Unspecified frostbite of unspecified site
T36,Poisoning by systemic antibiotics
T36.0,"Poisoning, penicillins"
T36.1,"Poisoning, cefalosporins and other beta-lactam antibiotics"
T36.2,"Poisoning, chloramphenicol group"
T36.3,"Poisoning, macrolides"
T36.4,"Poisoning, tetracyclines"
T36.5,"Poisoning, aminoglycosides"
T36.6,"Poisoning, rifamycins"
T36.7,"Poisoning, antifungal antibiotics, systemically used"
T36.8,"Poisoning, other systemic antibiotics"
T36.9,"Poisoning, systemic antibiotic, unspecified"
T37,Poisoning by other systemic anti-infectives and antiparasitics
T37.0,"Poisoning, sulfonamides"
T37.1,"Poisoning, antimycobacterial drugs"
T37.2,"Poisoning, antimalarials and drugs acting on other blood protozoa"
T37.3,"Poisoning, other antiprotozoal drugs"
T37.4,"Poisoning, anthelminthics"
T37.5,"Poisoning, antiviral drugs"
T37.8,"Poisoning, other specified systemic anti-infectives and antiparasitics"
T37.9,"Poisoning, systemic anti-infective and antiparasitic, unspecified"
T38,"Poisoning by hormones and their synthetic substitutes and antagonists, not elsewhere classified"
T38.0,"Poisoning, glucocorticoids and synthetic analogues"
T38.1,"Poisoning, thyroid hormones and substitutes"
T38.2,"Poisoning, antithyroid drugs"
T38.3,"Poisoning, insulin and oral hypoglycaemic [antidiabetic] drugs"
T38.4,"Poisoning, oral contraceptives"
T38.5,"Poisoning, other estrogens and progestogens"
T38.6,"Poisoning, antigonadotropins, antiestrogens, antiandrogens nec"
T38.7,"Poisoning, androgens and anabolic congeners"
T38.8,"Poisoning, other and unspecified hormones and their synthetic substitutes"
T38.9,"Poisoning, other and unspecified hormone antagonists"
T39,"Poisoning by nonopioid analgesics, antipyretics and antirheumatics"
T39.0,"Poisoning, salicylates"
T39.1,"Poisoning, 4-aminophenol derivatives"
T39.2,"Poisoning, pyrazolone derivatives"
T39.3,"Poisoning, other nonsteroidal anti-inflammatory drugs [NSAID]"
T39.4,"Poisoning, antirheumatics, not elsewhere classified"
T39.8,"Poisoning, other nonopiod analgesics and antipyretics nec"
T39.9,"Poisoning, nonopioid analgesic, antipyretic and antirheumatic unspec act"
T40,Poisoning by narcotics and psychodysleptics [hallucinogens]
T40.0,"Poisoning, opium"
T40.1,"Poisoning, heroin"
T40.2,"Poisoning, other opioids"
T40.3,"Poisoning, methadone"
T40.4,"Poisoning, other synthetic narcotics"
T40.5,"Poisoning, cocaine"
T40.6,"Poisoning, other and unspecified narcotics"
T40.7,"Poisoning, cannabis (derivatives)"
T40.8,"Poisoning, lysergide [lsd]"
T40.9,"Poisoning, other and unspecified psychodysleptics [hallucinogens]"
T41,Poisoning by anaesthetics and therapeutic gases
T41.0,"Poisoning, inhaled anaesthetics"
T41.1,"Poisoning, intravenous anaesthetics"
T41.2,"Poisoning, other and unspecified general anaesthetics"
T41.3,"Poisoning, local anaesthetics"
T41.4,"Poisoning, anaesthetic, unspecified"
T41.5,"Poisoning, therapeutic gases"
T42,"Poisoning by antiepileptic, sedative-hypnotic and antiparkinsonism drugs"
T42.0,"Poisoning, hydantoin derivatives"
T42.1,"Poisoning, iminostilbenes"
T42.2,"Poisoning, succinimides and oxazolidinediones"
T42.3,"Poisoning, barbiturates"
T42.4,"Poisoning, benzodiazepines"
T42.5,"Poisoning, mixed antiepileptics, not elsewhere classified"
T42.6,"Poisoning, other antiepileptic and sedative-hypnotic drugs"
T42.7,"Poisoning, antiepileptic and sedative-hypnotic drugs, unspecified"
T42.8,"Poisoning, antiparkinson drug and other central muscle-tone depressant"
T43,"Poisoning by psychotropic drugs, not elsewhere classified"
T43.0,"Poisoning, tricyclic and tetracyclic antidepressants"
T43.1,"Poisoning, monoamine-oxidase-inhibitor antidepressants"
T43.2,"Poisoning, other and unspecified antidepressants"
T43.3,"Poisoning, phenothiazine antipsychotics and neuroleptics"
T43.4,"Poisoning, butyrophenone and thioxanthene neuroleptics"
T43.5,"Poisoning, other and unspecified antipsychotics and neuroleptics"
T43.6,"Poisoning, psychostimulants with abuse potential"
T43.8,"Poisoning, other psychotropic drugs, not elsewhere classified"
T43.9,"Poisoning, psychotropic drug, unspecified"
T44,Poisoning by drugs primarily affecting the autonomic nervous system
T44.0,"Poisoning, anticholinesterase agents"
T44.1,"Poisoning, other parasympathomimetics [cholinergics]"
T44.2,"Poisoning, ganglionic blocking drugs, not elsewhere classified"
T44.3,"Poisoning, oth parasympatholy [antichol and antimusc] spasmolytics nec"
T44.4,"Poisoning, predominantly alpha-adrenoreceptor agonists nec"
T44.5,"Poisoning, predominantly beta-adrenreceptor agonists nec"
T44.6,"Poisoning, alpha-adrenoreceptor agonists nec"
T44.7,"Poisoning, beta-adrenreceptor agonists nec"
T44.8,"Poisoning, centrally acting and adrenergic-neuron-blocking agents nec"
T44.9,"Poisoning, other unspecified drugs primarily affect the autonomic nervous system"
T45,"Poisoning by primarily systemic and haematological agents, not elsewhere classified"
T45.0,"Poisoning, antiallergic and antiemetic drugs"
T45.1,"Poisoning, antineoplastic and immunosuppressive drugs"
T45.2,"Poisoning, vitamins, not elsewhere classified"
T45.3,"Poisoning, enzymes, not elsewhere classified"
T45.4,"Poisoning, iron and its compounds"
T45.5,"Poisoning, anticoagulants"
T45.6,"Poisoning, fibrinolysis-affecting drugs"
T45.7,"Poisoning, anticoagulant antagonists, vitamin k and other coagulants"
T45.8,"Poisoning, other primarily systemic and haematological agents"
T45.9,"Poisoning, primarily systemic and haematological agent, unspecified"
T46,Poisoning by agents primarily affecting the cardiovascular system
T46.0,"Poisoning, cardiac-stimulant glycosides and drugs of similar action"
T46.1,"Poisoning, calcium-channel blockers"
T46.2,"Poisoning, other antidysrhythmic drugs, not elsewhere classified"
T46.3,"Poisoning, coronary vasodilators, not elsewhere classified"
T46.4,"Poisoning, angiotensin-converting-enzyme inhibitors"
T46.5,"Poisoning, other antihypertensive drugs, not elsewhere classified"
T46.6,"Poisoning, antihyperlipidaemic and antiarteriosclerotic drugs"
T46.7,"Poisoning, peripheral vasodilators"
T46.8,"Poisoning, antivaricose drugs, including sclerosing agents"
T46.9,"Poisoning, oth and unspec agent primarily affect the cardiovascular sys"
T47,Poisoning by agents primarily affecting the gastrointestinal system
T47.0,"Poisoning, histamine h2-receptor antagonists"
T47.1,"Poisoning, other antacids and anti-gastric-secretion drugs"
T47.2,"Poisoning, stimulant laxatives"
T47.3,"Poisoning, saline and osmotic laxatives"
T47.4,"Poisoning, other laxatives"
T47.5,"Poisoning, digestants"
T47.6,"Poisoning, antidiarrhoeal drugs"
T47.7,"Poisoning, emetics"
T47.8,"Poisoning, other agents primarily affecting the gastrointestinal system"
T47.9,"Poisoning, agent primarily affecting the gastrointestinal syst unspec act"
T48,Poisoning by agents primarily acting on smooth and skeletal muscles and the respiratory system
T48.0,"Poisoning, oxytocic drugs"
T48.1,"Poisoning, skeletal muscle relaxants [neuromuscular blocking agents]"
T48.2,"Poisoning, other and unspecified agents primarily acting on muscles"
T48.3,"Poisoning, antitussives"
T48.4,"Poisoning, expectorants"
T48.5,"Poisoning, anti-common-cold drugs"
T48.6,"Poisoning, antiasthmatics, not elsewhere classified"
T48.7,"Poisoning, other and unspec agents primarily acting on the respiratory system"
T49,"Poisoning by topical agents primarily affecting skin and mucous membrane and by ophthalmological, otorhinolaryngological and dental drugs"
T49.0,"Poisoning, loc antifungal anti-infective & anti-inflammatory drug nec"
T49.1,"Poisoning, antipruritics"
T49.2,"Poisoning, local astringents and local detergents"
T49.3,"Poisoning, emollients, demulcents and protectants"
T49.4,"Poisoning, keratolytics keratoplastics oth hair treat drugs and preps"
T49.5,"Poisoning, ophthalmological drugs and preparations"
T49.6,"Poisoning, otorhinolaryngological drugs and preparations"
T49.7,"Poisoning, dental drugs, topically applied"
T49.8,"Poisoning, other topical agents"
T49.9,"Poisoning, topical agent, unspecified"
T50,"Poisoning by diuretics and other and unspecified drugs, medicaments and biological substances"
T50.0,"Poisoning, mineralocorticoids and their antagonists"
T50.1,"Poisoning, loop [high-ceiling] diuretics"
T50.2,"Poisoning, carbonic-anhydrase inhibitors benzothiadiazide oth diuretic"
T50.3,"Poisoning, electrolytic, caloric and water-balance agents"
T50.4,"Poisoning, drugs affecting uric acid metabolism"
T50.5,"Poisoning, appetite depressants"
T50.6,"Poisoning, antidotes and chelating agents, not elsewhere classified"
T50.7,"Poisoning, analeptics and opioid receptor antagonists"
T50.8,"Poisoning, diagnostic agents"
T50.9,"Poisoning, other and unspec drugs medicaments & biological subs"
T51,Toxic effect of alcohol
T51.0,"Toxic effect, ethanol"
T51.1,"Toxic effect, methanol"
T51.2,"Toxic effect, 2-propanol"
T51.3,"Toxic effect, fusel oil"
T51.8,"Toxic effect, other alcohols"
T51.9,"Toxic effect, alcohol, unspecified"
